EntryID,ID,Title,URL
IEEE_7_34,DOI:10.1109/SADFE51007.2020.00008,Exploring Provenance Needs in Software Reverse Engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9133693
IEEE_7_35,DOI:10.1109/ASPDAC.2017.7858348,SGXCrypter: IP protection for portable executables using Intel's SGX technology,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7858348
IEEE_7_36,DOI:10.1109/QRS.2019.00028,A Mechanism for Automatically Summarizing Software Functionality from Source Code,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854713
IEEE_7_38,DOI:10.1109/COMPSACW.2012.102,Branch Obfuscation Using Code Mobility and Signal,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6341634
IEEE_7_41,DOI:10.1109/VizSec48167.2019.9161524,SymNav: Visually Assisting Symbolic Execution,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9161524
IEEE_7_42,DOI:10.1109/FOSM.2008.4659247,Frontiers of reverse engineering: A conceptual model,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4659247
IEEE_7_43,DOI:10.23919/CISTI.2017.7975746,Reversing to detect software vulnerabilities,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7975746
IEEE_7_44,DOI:10.1002/9781394277131.ch10,Cracking: Tools and Strategies,https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=10649773.pdf&bkn=10649669&pdfType=chapter
IEEE_7_45,DOI:10.1109/ICECCS.2006.1690354,Inference of design pattern instances in UML models via logic programming,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1690354
IEEE_7_46,DOI:10.1109/OSSCOM.2016.7863684,The role of open source software in program analysis for reverse engineering,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7863684
IEEE_7_47,DOI:10.1145/3287624.3288741,Towards Cognitive Obfuscation: Impeding Hardware Reverse Engineering Based on Psychological Insights,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10500595
IEEE_7_48,DOI:10.1109/ICSE.2005.1553597,Tool support for just-in-time architecture reconstruction and evaluation: an experience report,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1553597
IEEE_7_50,DOI:10.1109/ICTAI.2008.68,Discovering Program's Behavioral Patterns by Inferring Graph-Grammars from Execution Traces,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4669801
IEEE_8_1,DOI:10.1109/ICCD.2009.5413117,Code density concerns for new architectures,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5413117
IEEE_8_2,DOI:10.1109/ISCSIC54682.2021.00054,MTD: Run-time System Call Mapping Randomization,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9644278
IEEE_8_3,DOI:10.1109/ICSEA.2010.21,Adding Optimization to the Decompilable Code Editor,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5614983
SCP_1_1,DOI:10.1007/978-3-031-35504-2_10,Extended Abstract: Towards Reliable and Scalable Linux Kernel CVE Attribution in Automated Static Firmware Analyses,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164273514&doi=10.1007%2f978-3-031-35504-2_10&partnerID=40&md5=e04316d6caba4e06e6d04c8f04fbc346
SCP_2_1,DOI:10.1155/2019/2542686,Extended ForUML for Automatic Generation of UML Sequence Diagrams from Object-Oriented Fortran,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062367558&doi=10.1155%2f2019%2f2542686&partnerID=40&md5=abbf6d3d0a788727fbbb9e61be57567f
SCP_2_3,,"A scaffolded, metamorphic CTF for reverse engineering",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081551356&partnerID=40&md5=f84861331408081ddf5ac81b44b49096
SCP_2_4,ISBN:978-191121825-8,Establishing a cognitive understanding of cyber reverse engineering tasks,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018982361&partnerID=40&md5=3932a8d84dae2bd7183c456e75b77c60
SCP_2_5,DOI:10.1109/IVSW.2017.8031550,Hardware reverse engineering: Overview and open challenges,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032342827&doi=10.1109%2fIVSW.2017.8031550&partnerID=40&md5=85cba17a7badc1ead123e856abcd26ce
SCP_3_1,DOI:10.1007/s10515-022-00329-x,Identification and visualization of variability implementations in object-oriented variability-rich systems: a symmetry-based approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125485882&doi=10.1007%2fs10515-022-00329-x&partnerID=40&md5=cbba891802393ea6a3fb563557683641
SCP_3_2,DOI:10.1145/3593799,UniLoc: Unified Fault Localization of Continuous Integration Failures,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174708654&doi=10.1145%2f3593799&partnerID=40&md5=d091bae691ff5f8d529409aaba514c9c
SCP_3_3,ISSN:20054238,The possibility of cutting surfaces and contours based on capturing 2-D images,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082312004&partnerID=40&md5=f11338371c7d060a25c4e3d26f93ecf1
SCP_3_4,DOI:10.1007/978-3-031-51335-0_14,Quality assurance and documentation related to architectures,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206832927&doi=10.1007%2f978-3-031-51335-0_14&partnerID=40&md5=ff1cdf9655d7fffc5596ff25e35bb585
SCP_3_5,DOI:10.1109/CITISIA50690.2020.9371851,Reverse engineering UML sequence diagrams for program comprehension activities,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103025121&doi=10.1109%2fCITISIA50690.2020.9371851&partnerID=40&md5=0c8d46a3e663cb5d3c95392f89c0f715
SCP_3_6,DOI:10.1016/j.infsof.2019.01.007,A new benchmark for evaluating pattern mining methods based on the automatic generation of testbeds,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061033302&doi=10.1016%2fj.infsof.2019.01.007&partnerID=40&md5=f0f655ff50f27fe4f09d5f19869d29b8
SCP_3_8,DOI:10.1007/978-3-031-51335-0_9,Reverse and reengineering for old systems is seldom complete,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206837730&doi=10.1007%2f978-3-031-51335-0_9&partnerID=40&md5=78c2ea0b8ec092e7cd7398d2d1d91e51
SCP_3_9,DOI:10.1145/3510457.3513035,On the Benefits and Limits of Incremental Build of Software Configurations: An Exploratory Study,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133504434&doi=10.1145%2f3510457.3513035&partnerID=40&md5=f351898a158073eff92a21c6776cd8a0
SCP_3_10,DOI:10.1109/CESSER-IP.2019.00012,Analysis of the Criteria Adopted in Industry to Extract Microservices,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072880614&doi=10.1109%2fCESSER-IP.2019.00012&partnerID=40&md5=128da7ab7753576099cf869a5a76e5d5
SCP_3_11,DOI:10.1007/s10664-022-10160-3,Considerations and Pitfalls for Reducing Threats to the Validity of Controlled Experiments on Code Comprehension,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132581760&doi=10.1007%2fs10664-022-10160-3&partnerID=40&md5=fbbb547463cab318fd9b97d34b7e6f77
SCP_3_12,DOI:10.1109/I2CT54291.2022.9824082,Application of the Refactoring to the Understandability and the Cognitive Complexity of a Software,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135621460&doi=10.1109%2fI2CT54291.2022.9824082&partnerID=40&md5=7c9dad9f27e2f9e140ee1676acf9c62c
SCP_3_13,ISSN:19928645,TOWARDS A HYBRID APPROACH TO REVERSE ENGINEER BEHAVIORAL UML DIAGRAMS FROM SOURCE CODE,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180098048&partnerID=40&md5=64981292bf46ddc2d9070766e5893959
SCP_3_14,DOI:10.1007/s10799-021-00339-3,Detecting design patterns: a hybrid approach based on graph matching and static analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118628644&doi=10.1007%2fs10799-021-00339-3&partnerID=40&md5=b2a006d47528a124efbed2733e1c35ec
SCP_3_15,DOI:10.1007/s10664-020-09926-4,The nature of build changes: An empirical study of Maven-based build systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106003521&doi=10.1007%2fs10664-020-09926-4&partnerID=40&md5=c8a724f57cf8154f897e2a8fff36abcd
SCP_3_16,DOI:10.7717/PEERJ-CS.2090,Live software documentation of design pattern instances,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203272962&doi=10.7717%2fPEERJ-CS.2090&partnerID=40&md5=664fd38aade1df0577c53f39732f4eb5
SCP_3_17,DOI:10.1145/3300963,The iMPAcT tool for android testing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067928340&doi=10.1145%2f3300963&partnerID=40&md5=3f5101c40bad6e1145d7948752c2cfb6
SCP_3_18,DOI:10.1142/S0218194021400027,A General Framework to Detect Design Patterns by Combining Static and Dynamic Analysis Techniques,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100771965&doi=10.1142%2fS0218194021400027&partnerID=40&md5=308865fb890936d76f70e68ea5f4442a
SCP_3_19,DOI:10.1002/spe.2981,Model-based assisted migration of oracle forms applications: The overall process in an industrial setting,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105435126&doi=10.1002%2fspe.2981&partnerID=40&md5=1f4f40b201484db4dcde6aac2a0bdc15
SCP_3_20,DOI:10.3390/educsci14070695,Cultivating Creativity and Improving Coding Skills in Primary School Students via Domain-General and Domain-Specific Learning Scaffoldings,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199435532&doi=10.3390%2feducsci14070695&partnerID=40&md5=799bafeeca078f7d3eda8f40e89f12f0
SCP_3_22,DOI:10.1145/3607868,A Survey of Tool Support for Working with Design Decisions in Code,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174698668&doi=10.1145%2f3607868&partnerID=40&md5=ec580fd37b73984bcec8141f95a93689
SCP_3_23,DOI:10.1145/3677619.3677634,Scaffolding Creative Programming Projects,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206108571&doi=10.1145%2f3677619.3677634&partnerID=40&md5=d44bbdc684059ce4e3cb62f8cc0f6eb0
SCP_3_24,DOI:10.1016/j.infsof.2023.107320,Leveraging a combination of machine learning and formal concept analysis to locate the implementation of features in software variants,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170041420&doi=10.1016%2fj.infsof.2023.107320&partnerID=40&md5=da8b5eafa0f92042f679df5a0798536b
SCP_3_25,DOI:10.1007/978-3-030-90235-3_21,Software Redocumentation Using Distributed Data Processing Technique to Support Program Understanding for Legacy System: A Proposed Approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120524978&doi=10.1007%2f978-3-030-90235-3_21&partnerID=40&md5=04baa9770b8fd00f44a1e3df2438379a
SCP_3_26,DOI:10.1145/3546157.3546171,Towards Simplifying and Formalizing UML Class Diagram Generalization/Specialization Relationship with Mathematical Set Theory,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137541439&doi=10.1145%2f3546157.3546171&partnerID=40&md5=3b760cdec589b8c3077c22e9d0304437
SCP_3_27,DOI:10.1145/3475716.3484487,Semantic slicing of architectural change commits: Towards semantic design review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117924888&doi=10.1145%2f3475716.3484487&partnerID=40&md5=7477753012d271fbd0106804685ba436
SCP_3_28,DOI:10.34028/iajit/21/3/15,Improvised Software Code Comprehension Using Data Mining,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196426582&doi=10.34028%2fiajit%2f21%2f3%2f15&partnerID=40&md5=aa527ebb707926f066b127ae005f2cd9
SCP_3_29,DOI:10.1109/APSEC51365.2020.00039,Understanding build errors in agile software development project-based learning,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102391785&doi=10.1109%2fAPSEC51365.2020.00039&partnerID=40&md5=e225fcb69a5d0fb98b368ac14b2b41c9
SCP_3_30,DOI:10.1109/ICPC.2019.00032,Removal of design problems through refactorings: Are we looking at the right symptoms?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072345195&doi=10.1109%2fICPC.2019.00032&partnerID=40&md5=0428f0fdb8471d52df865fb01e63fd6c
SCP_3_31,DOI:10.7717/peerj-cs.212,Reverse engineering approach for improving the quality of mobile applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074154029&doi=10.7717%2fpeerj-cs.212&partnerID=40&md5=07abf5f0ed8d20c9391fbefe8f4ac0f8
SCP_3_32,DOI:10.1007/s10270-021-00936-4,A generic approach to detect design patterns in model transformations using a string-matching algorithm,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119058427&doi=10.1007%2fs10270-021-00936-4&partnerID=40&md5=4e2af20a4a8acd4af0a5666cf138aefb
SCP_3_33,DOI:10.1007/s10664-018-9664-z,Commenting source code: is it worth it for small programming tasks?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056743086&doi=10.1007%2fs10664-018-9664-z&partnerID=40&md5=65426c4b40cc40420b62a52462e51b69
SCP_3_34,ISSN:16469895,Tool for personalization and calculation of code metrics using static analysis: Scat; [Herramienta para la personalización y cálculo de métricas de código utilizando análisis estático: Scat],https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081273314&partnerID=40&md5=c6827739c3a122506bc17ec1f6a11523
SCP_3_35,DOI:10.1016/j.rcim.2020.102033,"Human–Robot co-manipulation during surface tooling: A general framework based on impedance control, haptic rendering and discrete geometry",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088918565&doi=10.1016%2fj.rcim.2020.102033&partnerID=40&md5=4283d94bbb288c7d47c2d88ec16e42b4
SCP_3_36,DOI:10.14569/IJACSA.2020.0111213,Recovering UML2 Sequence Diagrams from Execution Traces,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146438773&doi=10.14569%2fIJACSA.2020.0111213&partnerID=40&md5=2d5dabb05741ac577cc6f98496f114d7
SCP_3_37,DOI:10.1016/j.jss.2019.05.012,Re-implementing a legacy system,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066271675&doi=10.1016%2fj.jss.2019.05.012&partnerID=40&md5=161a5c24c9502c2cdc0b8e48490d5701
SCP_3_38,DOI:10.1145/3368089.3409707,On the relationship between design discussions and design quality: A case study of Apache projects,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097183467&doi=10.1145%2f3368089.3409707&partnerID=40&md5=407a169abab0d3feb933e9a062e16fd7
SCP_3_39,DOI:10.31577/CAI_2021_5_1025,CONTROLLED EXPERIMENT FOR ASSESSING THE CONTRIBUTION OF ONTOLOGY BASED SOFTWARE REDOCUMENTATION APPROACH TO SUPPORT PROGRAM UNDERSTANDING,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124415214&doi=10.31577%2fCAI_2021_5_1025&partnerID=40&md5=ed1047a3a3115b9eb94fce14bd0d90c0
SCP_3_40,DOI:10.1007/978-3-030-75418-1_26,From Simple to Structural Clones: Tapping the Benefits of Non-redundancy,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106439248&doi=10.1007%2f978-3-030-75418-1_26&partnerID=40&md5=820d21401f4ebbc1f8258ea8e87fb2b2
SCP_3_41,DOI:10.1007/978-3-031-19968-4_1,Detection and Recognition of Software Design Patterns Based on Machine Learning Techniques: A Big Step Towards Software Design Re-usability,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142668657&doi=10.1007%2f978-3-031-19968-4_1&partnerID=40&md5=5d055ef717164b9c61f89e09c30b41f1
SCP_3_42,ISBN:978-193913317-5,An observational investigation of reverse engineers' processes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091828567&partnerID=40&md5=16d9d8131667a5095d5b391e538b7181
SCP_3_43,DOI:10.1007/s11219-019-09480-3,Mining Association Rules from Code (MARC) to support legacy software management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077041210&doi=10.1007%2fs11219-019-09480-3&partnerID=40&md5=5c7b6cadc776dbd3c0d7a4760c5e9504
SCP_3_45,DOI:10.1109/ICoSSE58936.2023.00010,A Benchmark for Design Pattern Recovery Tools,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175651415&doi=10.1109%2fICoSSE58936.2023.00010&partnerID=40&md5=caa9a1cf666cee9cf7cb838cce21bbec
SCP_3_46,DOI:10.1016/j.cola.2021.101087,Language impact on productivity for industrial end users: A case study from Programmable Logic Controllers,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123843682&doi=10.1016%2fj.cola.2021.101087&partnerID=40&md5=d5b043438269398950232aae3cf9800f
SCP_3_49,DOI:10.18293/SEKE2020-061,Trends in software reverse engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090510814&doi=10.18293%2fSEKE2020-061&partnerID=40&md5=377c273a1f666b95b8ca3b22aecf90b4
SCP_3_50,DOI:10.1109/SCAM.2019.00024,"Software Engineering by Source Transformation - Experience with TXL (Most Influential Paper, SCAM 2001)",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077814611&doi=10.1109%2fSCAM.2019.00024&partnerID=40&md5=ac0cbd41fd5cd0e54aeb3b5bdb0b5c2a
SCP_4_1,DOI:10.1109/WSE.2011.6081814,Using dynamic analysis for generating end user documentation for Web 2.0 applications,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455195743&doi=10.1109%2fWSE.2011.6081814&partnerID=40&md5=a55bde5ad775e11e4b66fa63cf04b7ce
SCP_4_2,DOI:10.3390/app13084777,Three-Dimensional Printing and 3D Scanning: Emerging Technologies Exhibiting High Potential in the Field of Cultural Heritage,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156180185&doi=10.3390%2fapp13084777&partnerID=40&md5=ea2434c55091872171122bf816310788
SCP_4_3,DOI:10.1145/3150376.3150377,Reverse engineering a code without the code: Reverse Engineering of a Java Card Dump,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041818769&doi=10.1145%2f3150376.3150377&partnerID=40&md5=b686f95ccedac1be43690594257bf58e
SCP_4_4,DOI:10.1145/1924421.1924451,Achievements and challenges in software reverse engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953667658&doi=10.1145%2f1924421.1924451&partnerID=40&md5=b3d6b8cf1718a7ca12e4a6e5c0e34033
SCP_4_6,DOI:10.1109/ASEW.2015.11,Testing approach for mobile applications through reverse engineering of UI patterns,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964555268&doi=10.1109%2fASEW.2015.11&partnerID=40&md5=77ae4f408e6d3b82413344513bf7fb41
SCP_4_7,DOI:10.1002/smr.1965,Program comprehension through reverse-engineered sequence diagrams: A systematic review,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056447166&doi=10.1002%2fsmr.1965&partnerID=40&md5=a4bd69b0854a61f9014d60405e5af8d2
SCP_4_10,DOI:10.1155/2023/3988288,A Modified Horse Herd Optimization Algorithm and Its Application in the Program Source Code Clustering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181944776&doi=10.1155%2f2023%2f3988288&partnerID=40&md5=aa6ca5f2538de8cc7e357a7d8e6ba7a4
SCP_4_12,DOI:10.1007/s00521-022-07781-6,Clustered design-model generation from a program source code using chaos-based metaheuristic algorithms,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139475766&doi=10.1007%2fs00521-022-07781-6&partnerID=40&md5=040c6e006e1566eba482e255ca812d4b
SCP_4_13,DOI:10.1109/ICCCNT.2018.8494143,Virtual Prototyping for Clean Industrial Processes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056819108&doi=10.1109%2fICCCNT.2018.8494143&partnerID=40&md5=1250c49262a392cf01c4fcb91c2a96d0
SCP_4_15,DOI:10.1109/WCRE.2011.44,Analyzing the source code of multiple software variants for reuse potential,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455231514&doi=10.1109%2fWCRE.2011.44&partnerID=40&md5=d006f68a0156322254c6df463f4c4f38
SCP_4_16,DOI:10.1016/j.jksuci.2020.07.006,Android sensitive data leakage prevention with rooting detection using Java function hooking,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088982635&doi=10.1016%2fj.jksuci.2020.07.006&partnerID=40&md5=070845bffc7edb20f0f6567297ceaa43
SCP_4_17,DOI:10.1007/978-3-319-10085-2_13,Web application relations mapping,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958520856&doi=10.1007%2f978-3-319-10085-2_13&partnerID=40&md5=92dcd0215f04586b7f6429515f8d7541
SCP_4_18,DOI:10.1007/978-3-642-45422-6_4,Correlation of Business Activities Executed in Legacy Information Systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904764658&doi=10.1007%2f978-3-642-45422-6_4&partnerID=40&md5=031765eac97eec6d0004f2cda0fd8be8
SCP_4_19,DOI:10.1007/s11227-020-03270-6,Hybrid emulation for bypassing anti-reversing techniques and analyzing malware,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084092960&doi=10.1007%2fs11227-020-03270-6&partnerID=40&md5=8984eaf456aef62d653cf26195dcc2a3
SCP_4_20,DOI:10.1049/iet-sen.2010.0103,Process mining through dynamic analysis for modernising legacy systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959884346&doi=10.1049%2fiet-sen.2010.0103&partnerID=40&md5=081c753e14ce5f203b76519b9e6b45f5
SCP_4_22,DOI:10.1007/978-981-10-7386-1_54,Construction of activity diagrams from java execution traces,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044429128&doi=10.1007%2f978-981-10-7386-1_54&partnerID=40&md5=10743abdca245c432008f78134c6c966
SCP_4_23,DOI:10.14569/IJACSA.2018.090457,Recovery of user interface web design patterns using regular expressions,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049509285&doi=10.14569%2fIJACSA.2018.090457&partnerID=40&md5=6cb4c8789c4158beb21275be626e32c8
SCP_4_26,DOI:10.14419/ijet.v7i4.1.19485,Code Obfuscation. Where is it heading?,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053228298&doi=10.14419%2fijet.v7i4.1.19485&partnerID=40&md5=191c0773c47041efce76d6d468da16a2
SCP_4_27,DOI:10.1109/CTIT.2011.6107939,Formulating a defensive technique to prevent the threat of prohibited reverse engineering,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855799946&doi=10.1109%2fCTIT.2011.6107939&partnerID=40&md5=a6344335ae972733640ec8a8725e5804
SCP_4_28,ISSN:13434500,Design and implementation of code virtualization for binary code protection,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877275404&partnerID=40&md5=04f177903176cb41df021a91f79af78f
SCP_4_29,DOI:10.1007/s00766-024-00421-6,Enhancing the requirements engineering of configurable systems by the ongoing use of variability models,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196056055&doi=10.1007%2fs00766-024-00421-6&partnerID=40&md5=c9eef4da57c13f669d07f7415223365a
SCP_4_31,DOI:10.4018/978-1-5225-3923-0.ch041,Model-Driven reverse engineering of open source systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041609023&doi=10.4018%2f978-1-5225-3923-0.ch041&partnerID=40&md5=85df5090d3048ea2c033aa824b787aa2
SCP_4_33,DOI:10.1109/RE57278.2023.00032,Requirements Analysis of Variability Constraints in a Configurable Flight Software System,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174408729&doi=10.1109%2fRE57278.2023.00032&partnerID=40&md5=23b19054f570aabb167c40409dcdf7d4
SCP_4_34,DOI:10.1016/B978-0-12-408089-8.00001-X,Reverse-engineering software behavior,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882258522&doi=10.1016%2fB978-0-12-408089-8.00001-X&partnerID=40&md5=cdf978ade4508185769e66ca06fb3017
SCP_4_35,DOI:10.1049/iet-sen.2011.0061,Evaluating relationship categories for clustering object-oriented software systems,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863689740&doi=10.1049%2fiet-sen.2011.0061&partnerID=40&md5=b77057436fcce8c78406a89863628ee2
SCP_4_36,ISSN:23259000,Reverse engineering of sequence diagrams by merging call trees,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937721208&partnerID=40&md5=73f17608049317a53c2d5ff7b9c0f34a
SCP_4_37,DOI:10.1007/978-3-319-53177-9_18,On the effectiveness of code-reuse-based android application obfuscation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012992065&doi=10.1007%2f978-3-319-53177-9_18&partnerID=40&md5=b75df195aa6ab26902a51e2cc6273334
SCP_4_38,DOI:10.1109/PLEASE.2012.6229768,Recovering variability information from the source code of similar software products,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864498039&doi=10.1109%2fPLEASE.2012.6229768&partnerID=40&md5=43de0dce9256d0ef6737ea10c4c8bbd9
SCP_4_39,DOI:10.4018/978-1-5225-2154-9.ch004,Android permissions: Attacks and controls,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027703021&doi=10.4018%2f978-1-5225-2154-9.ch004&partnerID=40&md5=fa26d900cfa398611796cf9db3e84621
SCP_4_40,DOI:10.1115/1.4041927,Pulling at the digital thread: Exploring the tolerance stack up between automatic procedures and expert strategies in scan to print processes,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059059988&doi=10.1115%2f1.4041927&partnerID=40&md5=64df9f10f19c7c6c4ae2b528c648d71c
SCP_4_41,DOI:10.1016/j.jss.2018.10.012,Business process model refactoring applying IBUPROFEN. An industrial evaluation,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054565285&doi=10.1016%2fj.jss.2018.10.012&partnerID=40&md5=79d19b9bf803f3e26ca622fcdd69e001
SCP_4_42,DOI:10.2495/CR180331,A new interactive railway virtual simulator for testing preventive safety,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057194209&doi=10.2495%2fCR180331&partnerID=40&md5=d6b88bfe8f07f5aa8eedd8ee0ca21266
SCP_4_45,DOI:10.1007/s11334-013-0207-x,The DynaRIA tool for the comprehension of Ajax web applications by dynamic analysis,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893923320&doi=10.1007%2fs11334-013-0207-x&partnerID=40&md5=71d3dbf2acd7529df6bbb5370b9b8730
SCP_4_46,DOI:10.1016/j.jss.2018.06.026,Artifact-based vs. human-perceived understandability and modifiability of refactored business processes: An experiment,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048821588&doi=10.1016%2fj.jss.2018.06.026&partnerID=40&md5=863eacfbd771d0cc4dd7e2b7d6ff9e22
SCP_4_47,DOI:10.13328/j.cnki.jos.006719,Implicit Code Obfuscation Technique Based on Code Slice Fusion; [基于分片融合的代码隐式混淆技术],https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161341095&doi=10.13328%2fj.cnki.jos.006719&partnerID=40&md5=b1d2e06340195b27dbf5a6ac5d1a6b13
SCP_4_48,DOI:10.1016/j.advengsoft.2022.103252,Program source code comprehension by module clustering using combination of discretized gray wolf and genetic algorithms,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137162135&doi=10.1016%2fj.advengsoft.2022.103252&partnerID=40&md5=daebc303cb088ac2ee13916a18185b4b
SCP_4_49,DOI:10.1109/CyberSecPODS.2019.8885094,Analysis of obfuscated code with program slicing,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075020240&doi=10.1109%2fCyberSecPODS.2019.8885094&partnerID=40&md5=a290280ec74eea757b23cd4995ff42fb
SCP_4_50,DOI:10.1002/9781118964637,Software evolution and maintenance: A practitioner's approach,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926076007&doi=10.1002%2f9781118964637&partnerID=40&md5=edf03b341aba20d83c6e0c57e4382451
SCP_5_2,,State of practices of java native interface,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087419066&partnerID=40&md5=37069b0f3a4ae4e70ebf87c386514467
